model,AUC,F1,Accuracy,Precision,Recall,BestThreshold,TPR@1%FPR,TPR@0.1%FPR
Random Forest,0.8095706250000001,0.7925072045625107,0.748,0.6735479356193143,0.9625,0.4235263427158125,0.091,0.0175
